event_id,match_id,team,event_team,event_time,event_type,action_player_1,action_player_2
544,36,West Ham United,home, 76 ,Substitution, Pablo Fornals , Lucas Paquetá 
545,36,Aston Villa,away, 80 ,Substitution, Jhon Durán , Emiliano Buendía 
546,36,Aston Villa,away, 80 ,Substitution, Ashley Young , Matty Cash 
547,36,Aston Villa,away, 85 ,Substitution, Calum Chambers , Ollie Watkins 
548,36,West Ham United,home, 86 ,Substitution, Maxwel Cornet , Danny Ings 
549,37,Manchester United,home, 10 ,Yellow card, Lisandro Martínez ,
550,37,Manchester United,home, 34 ,Red card, Casemiro ,
551,37,Manchester United,home, 44 ,Substitution, Scott McTominay , Wout Weghorst 
552,37,Southampton,away, 55 ,Substitution, Stuart Armstrong , Carlos Alcaraz 
553,37,Manchester United,home, 73 ,Substitution, Alejandro Garnacho , Jadon Sancho 
554,37,Manchester United,home, 74 ,Substitution, Facundo Pellistri , Antony 
555,37,Southampton,away, 77 ,Substitution, Adam Armstrong , Kamaldeen Sulemana 
556,37,Southampton,away, 77 ,Substitution, Sékou Mara , Che Adams 
557,37,Southampton,away, 85 ,Substitution, Paul Onuachu , Theo Walcott 
558,37,Manchester United,home, 90 ,Substitution, Harry Maguire , Lisandro Martínez 
559,37,Manchester United,home, 90 ,Substitution, Fred , Alejandro Garnacho 
560,37,Manchester United,home, 96 ,Yellow card, Luke Shaw ,
561,38,Fulham,home, 16 ,Disallowed goal,Disallowed goal,
562,38,Arsenal,away, 21 ,Goal, Gabriel , Leandro Trossard 
563,38,Arsenal,away, 26 ,Goal, Gabriel Martinelli , Leandro Trossard 
564,38,Arsenal,away, 47 ,Goal, Martin Ødegaard , Leandro Trossard 
565,38,Arsenal,away, 72 ,Substitution, Reiss Nelson , Bukayo Saka 
566,38,Arsenal,away, 72 ,Substitution, Kieran Tierney , Olexandr Zinchenko 
567,38,Arsenal,away, 74 ,Yellow card, Martin Ødegaard ,
568,38,Fulham,home, 75 ,Substitution, Daniel James , Manor Solomon 
569,38,Fulham,home, 76 ,Substitution, Harry Wilson , Andreas Pereira 
570,38,Arsenal,away, 77 ,Substitution, Gabriel Jesus , Leandro Trossard 
571,38,Arsenal,away, 77 ,Substitution, Fábio Vieira , Gabriel Martinelli 
572,38,Arsenal,away, 80 ,Substitution, Takehiro Tomiyasu , Ben White 
573,39,Crystal Palace,home, 30 ,Yellow card, Luka Milivojevic ,
574,39,Manchester City,away, 58 ,Substitution, Julián Álvarez , Phil Foden 
575,39,Manchester City,away, 59 ,Yellow card, Rúben Dias ,
576,39,Crystal Palace,home, 61 ,Substitution, Naouirou Ahamada , Luka Milivojevic 
577,39,Manchester City,away, 65 ,Yellow card, Nathan Aké ,
578,39,Crystal Palace,home, 71 ,Substitution, Joel Ward , Nathaniel Clyne 
579,39,Manchester City,away, 78 ,Penalty, Erling Haaland , Penalty 
580,39,Manchester City,away, 79 ,Substitution, Kevin De Bruyne , Bernardo Silva 
581,39,Crystal Palace,home, 80 ,Substitution, Eberechi Eze , Jeffrey Schlupp 
582,39,Crystal Palace,home, 80 ,Substitution, Odsonne Édouard , Jordan Ayew 
583,39,Manchester City,away, 89 ,Substitution, Kyle Walker , John Stones 
584,39,Crystal Palace,home, 93 ,Yellow card, Joachim Andersen ,
585,40,Tottenham Hotspur,home, 5 ,Disallowed goal,Disallowed goal,
586,40,Tottenham Hotspur,home, 19 ,Goal, Harry Kane , Pedro Porro 
587,40,Tottenham Hotspur,home, 35 ,Penalty, Harry Kane , Penalty 
588,40,Nottingham Forest,away, 45 ,Substitution, André Ayew , Orel Mangala 
589,40,Nottingham Forest,away, 45 ,Substitution, Emmanuel Dennis , Jesse Lingard 
590,40,Nottingham Forest,away, 55 ,Yellow card, Renan Lodi ,
591,40,Tottenham Hotspur,home, 62 ,Goal, Son Heung-min , Richarlison 
592,40,Nottingham Forest,away, 67 ,Substitution, Ryan Yates , Remo Freuler 
593,40,Nottingham Forest,away, 67 ,Substitution, Christopher Wood , Brennan Johnson 
594,40,Tottenham Hotspur,home, 69 ,Yellow card, Oliver Skipp ,
595,40,Tottenham Hotspur,home, 71 ,Yellow card, Eric Dier ,
596,40,Nottingham Forest,away, 73 ,Substitution, Neco Williams , Christopher Wood 
597,40,Nottingham Forest,away, 81 ,Goal, Joe Worrall , Felipe 
598,40,Tottenham Hotspur,home, 84 ,Substitution, Dejan Kulusevski , Richarlison 
599,40,Tottenham Hotspur,home, 84 ,Substitution, Lucas Moura , Son Heung-min 
600,40,Tottenham Hotspur,home, 91 ,Yellow card, Pierre-Emile Højbjerg ,
601,40,Nottingham Forest,away, 96 ,Missed penalty, André Ayew , Missed penalty 
602,40,Tottenham Hotspur,home, 97 ,Substitution, Pape Matar Sarr , Oliver Skipp 
603,41,Chelsea,away, 11 ,Goal, Benjamin Chilwell , Kalidou Koulibaly 
604,41,Chelsea,away, 13 ,Yellow card, Wesley Fofana ,
605,41,Leicester City,home, 19 ,Yellow card, Wout Faes ,
606,41,Chelsea,away, 31 ,Yellow card, Marc Cucurella ,
607,41,Chelsea,away, 35 ,Disallowed goal,Disallowed goal,
608,41,Leicester City,home, 39 ,Goal, Patson Daka , Ricardo Pereira 
609,41,Chelsea,away, 51 ,Goal, Kai Havertz , Enzo Fernández 
610,41,Chelsea,away, 45 ,Substitution, Conor Gallagher , João Félix 
611,41,Leicester City,home, 51 ,Yellow card, Ricardo Pereira ,
612,41,Leicester City,home, 66 ,Substitution, Boubakary Soumaré , Nampalys Mendy 
